;;;;;;;;;
0.000000;200.000000;120.000000;51.795279;106.200320;0.000000;0.000000;0.000000;0.000000;
16.000000;200.000460;120.001533;51.810942;106.199819;0.000000;0.000000;0.000000;0.000000;
32.000000;200.000920;120.003065;51.826600;106.199317;0.000000;0.000000;0.000000;0.000000;
48.000000;200.001379;120.004598;51.842255;106.198816;0.000000;0.000000;0.000000;0.000000;
64.000000;200.001839;120.006130;51.857905;106.198315;0.000000;0.000000;0.000000;0.000000;
80.000000;200.002299;120.007663;51.873552;106.197814;0.000000;0.000000;0.000000;0.000000;
96.000000;200.002759;120.009195;51.889195;106.197312;0.000000;0.000000;0.000000;0.000000;
112.000000;200.003218;120.010728;51.904833;106.196811;0.000000;0.000000;0.000000;0.000000;
128.000000;200.003678;120.012261;51.920468;106.196309;1.000000;128.000000;0.000000;0.000000;
144.000000;200.004138;120.013793;51.936099;106.195808;1.000000;0.000000;0.000000;0.000000;
160.000000;200.004598;120.015326;51.951725;106.195307;1.000000;0.000000;0.000000;0.000000;
176.000000;200.005057;120.016858;51.967348;106.194805;1.000000;0.000000;0.000000;0.000000;
192.000000;200.005517;120.018391;51.982967;106.194304;1.000000;0.000000;0.000000;0.000000;
208.000000;200.005977;120.019923;51.998581;106.193803;1.000000;0.000000;0.000000;0.000000;
224.000000;200.006437;120.021456;52.014192;106.193301;1.000000;0.000000;0.000000;0.000000;
240.000000;200.006897;120.022989;52.029799;106.192800;1.000000;0.000000;0.000000;0.000000;
256.000000;200.007356;120.024521;52.045401;106.192299;2.000000;256.000000;0.000000;0.000000;
272.000000;200.007816;120.026054;52.061000;106.191797;2.000000;0.000000;0.000000;0.000000;
288.000000;200.008276;120.027586;52.076594;106.191296;2.000000;0.000000;0.000000;0.000000;
304.000000;200.008736;120.029119;52.092185;106.190794;2.000000;0.000000;0.000000;0.000000;
320.000000;200.009195;120.030651;52.107771;106.190293;2.000000;0.000000;0.000000;0.000000;
336.000000;200.009655;120.032184;52.123354;106.189792;2.000000;0.000000;0.000000;0.000000;
352.000000;200.010115;120.033716;52.138932;106.189290;2.000000;0.000000;0.000000;0.000000;
368.000000;200.010575;120.035249;52.154507;106.188789;2.000000;0.000000;0.000000;0.000000;
384.000000;200.011034;120.036782;52.170077;106.188288;2.000000;0.000000;0.000000;0.000000;
400.000000;200.011494;120.038314;52.185643;106.187786;3.000000;400.000000;0.000000;0.000000;
416.000000;200.011954;120.039847;52.201205;106.187285;3.000000;0.000000;0.000000;0.000000;
432.000000;200.012414;120.041379;52.216764;106.186783;3.000000;0.000000;0.000000;0.000000;
448.000000;200.012874;120.042912;52.232318;106.186282;3.000000;0.000000;0.000000;0.000000;
464.000000;200.013333;120.044444;52.247868;106.185780;3.000000;0.000000;0.000000;0.000000;
480.000000;200.013793;120.045977;52.263414;106.185279;3.000000;0.000000;0.000000;0.000000;
496.000000;200.014253;120.047510;52.278955;106.184778;3.000000;0.000000;0.000000;0.000000;
512.000000;200.014713;120.049042;52.294493;106.184276;3.000000;0.000000;0.000000;0.000000;
528.000000;200.015172;120.050575;52.310027;106.183775;4.000000;528.000000;0.000000;0.000000;
544.000000;200.015632;120.052107;52.325556;106.183273;4.000000;0.000000;0.000000;0.000000;
560.000000;200.016092;120.053640;52.341082;106.182772;4.000000;0.000000;0.000000;0.000000;
576.000000;200.016552;120.055172;52.356603;106.182270;4.000000;0.000000;0.000000;0.000000;
592.000000;200.017011;120.056705;52.372120;106.181769;4.000000;0.000000;0.000000;0.000000;
608.000000;200.017471;120.058238;52.387634;106.181268;4.000000;0.000000;0.000000;0.000000;
624.000000;200.017931;120.059770;52.403143;106.180766;4.000000;0.000000;0.000000;0.000000;
640.000000;200.018391;120.061303;52.418648;106.180265;4.000000;0.000000;0.000000;0.000000;
656.000000;200.018851;120.062835;52.434148;106.179763;5.000000;656.000000;0.000000;0.000000;
672.000000;200.019310;120.064368;52.449645;106.179262;5.000000;0.000000;0.000000;0.000000;
