0;200;120;67.110401;105.321731;0;0
0.000016;200.001132;120.001132;67.112455;105.321047;0;0
0.000032;200.002263;120.002263;67.11449;105.320363;0;0
0.000048;200.003395;120.003395;67.116506;105.31968;0;0
0.000064;200.004527;120.004527;67.118501;105.318996;0;0
0.00008;200.005658;120.005658;67.120478;105.318312;0;0
0.000096;200.00679;120.00679;67.122434;105.317628;0;0
0.000112;200.007922;120.007922;67.124371;105.316945;0;0
0.000128;200.009053;120.009053;67.126289;105.316261;0;0
0.000144;200.010185;120.010185;67.128187;105.315577;0;0
0.00016;200.011316;120.011316;67.130066;105.314893;0;0
0.000176;200.012448;120.012448;67.131925;105.31421;0;0
0.000192;200.01358;120.01358;67.133764;105.313526;0;0
0.000208;200.014711;120.014711;67.135584;105.312842;0;0
0.000224;200.015843;120.015843;67.137384;105.312158;0;0
0.00024;200.016975;120.016975;67.139165;105.311475;0;0
0.000256;200.018106;120.018106;67.140926;105.310791;0;0
0.000272;200.019238;120.019238;67.142667;105.310107;0;0
0.000288;200.02037;120.02037;67.144389;105.309423;0;0
0.000304;200.021501;120.021501;67.146092;105.308739;0;0
0.00032;200.022633;120.022633;67.147774;105.308056;0;0
0.000336;200.023765;120.023765;67.149438;105.307372;0;0
0.000352;200.024896;120.024896;67.151081;105.306688;0;0
0.000368;200.026028;120.026028;67.152705;105.306004;0;0
0.000384;200.02716;120.02716;67.15431;105.30532;0;0
0.0004;200.028291;120.028291;67.155895;105.304637;0;0
0.000416;200.029423;120.029423;67.15746;105.303953;0;0
0.000432;200.030555;120.030555;67.159006;105.303269;0;0
0.000448;200.031686;120.031686;67.160532;105.302585;0;0
0.000464;200.032818;120.032818;67.162039;105.301901;0;0
0.00048;200.033949;120.033949;67.163526;105.301218;0;0
0.000496;200.035081;120.035081;67.164993;105.300534;0;0
0.000512;200.036213;120.036213;67.166441;105.29985;0;0
0.000528;200.037344;120.037344;67.167869;105.299166;0;0
0.000544;200.038476;120.038476;67.169278;105.298482;0;0
0.00056;200.039608;120.039608;67.170666;105.297799;0;0
0.000576;200.040739;120.040739;67.172036;105.297115;0;0
0.000592;200.041871;120.041871;67.173386;105.296431;0;0
0.000608;200.043003;120.043003;67.174716;105.295747;0;0
0.000624;200.044134;120.044134;67.176026;105.295063;0;0
0.00064;200.045266;120.045266;67.177317;105.294379;0;0
0.000656;200.046398;120.046398;67.178589;105.293696;0;0
0.000672;200.047529;120.047529;67.17984;105.293012;0;0
0.000688;200.048661;120.048661;67.181072;105.292328;0;0
0.000704;200.049793;120.049793;67.182285;105.291644;0;0
0.00072;200.050924;120.050924;67.183478;105.29096;0;0
0.000736;200.052056;120.052056;67.184651;105.290276;0;0
0.000752;200.053187;120.053187;67.185805;105.289592;0;0
0.000768;200.054319;120.054319;67.186939;105.288909;0;0
0.000784;200.055451;120.055451;67.188053;105.288225;0;0
0.0008;200.056582;120.056582;67.189148;105.287541;0;0
0.000816;200.057714;120.057714;67.190223;105.286857;0;0
